,selling_price,km_driven,fuel,seller_type,transmission,owner,car_model,Age
2636,409999,90000,Diesel,Individual,Manual,First Owner,Maruti Swift,9
2637,640000,25000,Diesel,Individual,Manual,First Owner,Maruti Swift,5
2638,160000,80000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,16
2640,750000,70000,Diesel,Individual,Manual,First Owner,Maruti Baleno,5
2641,150000,50000,Diesel,Individual,Manual,Third Owner,others,21
2642,80000,100000,Petrol,Individual,Manual,Second Owner,Maruti Alto,15
2643,240000,90000,Diesel,Individual,Manual,Third Owner,Maruti Celerio,7
2644,60000,60000,Petrol,Individual,Manual,Third Owner,Maruti Esteem,18
2645,70000,120000,Petrol,Individual,Manual,Third Owner,Maruti Alto,16
2646,285000,90000,Diesel,Individual,Automatic,Second Owner,Volkswagen Jetta,15
2647,350000,60000,Diesel,Individual,Manual,Second Owner,Maruti Swift,8
2648,699000,30000,Diesel,Individual,Manual,Second Owner,Hyundai i20,8
2649,275000,108000,Diesel,Individual,Manual,Second Owner,Ford Figo,12
2650,350000,160000,Diesel,Individual,Manual,Second Owner,Hyundai i20,11
2651,135000,90000,Petrol,Individual,Manual,Third Owner,Maruti Alto,17
2652,325000,120000,Diesel,Individual,Manual,Third Owner,Mahindra Xylo,13
2653,650000,102000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,11
2656,450000,60000,Petrol,Dealer,Manual,First Owner,Ford Fiesta,11
2657,425000,3000,Petrol,Individual,Manual,First Owner,Tata Tiago,4
2658,150000,75118,Petrol,Individual,Manual,Second Owner,Maruti Alto,17
2659,290000,140000,Diesel,Individual,Manual,Second Owner,Maruti Ritz,10
2660,335000,60000,Petrol,Individual,Manual,Second Owner,Hyundai Xcent,9
2661,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,others,17
2662,20000,25000,Petrol,Individual,Manual,Second Owner,others,18
2666,220000,70000,Diesel,Individual,Manual,Second Owner,Tata Indigo,11
2667,61000,4637,Petrol,Individual,Manual,Second Owner,others,18
2668,620000,70000,Diesel,Individual,Manual,First Owner,Maruti Swift,7
2669,425000,100000,Diesel,Individual,Manual,Second Owner,Maruti Swift,9
2670,85000,120000,Diesel,Individual,Manual,Second Owner,Tata Indica,14
2671,270000,40000,Diesel,Individual,Manual,Second Owner,Maruti Swift,8
2676,450000,30000,Petrol,Individual,Manual,First Owner,Mahindra KUV,6
2677,450000,42655,Diesel,Individual,Manual,First Owner,Tata New,11
2678,250000,43000,Petrol,Individual,Manual,Second Owner,Renault KWID,6
2679,725000,70000,Diesel,Individual,Manual,First Owner,Toyota Innova,11
2680,250000,55000,Petrol,Individual,Manual,First Owner,Hyundai i20,13
2681,99000,80000,Diesel,Individual,Manual,Second Owner,others,13
2682,350000,55000,Petrol,Individual,Manual,First Owner,Renault KWID,6
2683,511000,70000,Petrol,Individual,Manual,First Owner,Hyundai Xcent,5
2684,300000,80000,Diesel,Individual,Manual,First Owner,Maruti Ritz,11
2685,1100000,110000,Petrol,Individual,Automatic,First Owner,others,13
2686,125000,60000,Petrol,Individual,Manual,Third Owner,Hyundai i10,13
2687,500000,30000,Petrol,Individual,Manual,First Owner,Tata Tiago,5
2688,385000,80000,Diesel,Individual,Manual,Second Owner,Renault Duster,10
2689,350000,90000,Petrol,Individual,Manual,First Owner,Skoda Rapid,11
2690,60000,50000,Petrol,Individual,Manual,First Owner,Maruti 800,20
2691,300000,50000,Petrol,Individual,Manual,First Owner,Hyundai Santro,11
2692,400000,70000,Diesel,Individual,Manual,First Owner,Hyundai i20,11
2693,550000,110000,Diesel,Individual,Manual,First Owner,Ford Ecosport,9
2694,300000,80000,Petrol,Individual,Manual,Second Owner,Nissan Sunny,11
2695,250000,156000,Diesel,Individual,Manual,First Owner,Maruti Swift,11
2697,300000,25000,Petrol,Individual,Manual,First Owner,Maruti Eeco,5
2698,80000,120000,Petrol,Individual,Manual,First Owner,Maruti Alto,19
2699,1200000,11000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,3
2700,355000,40000,Petrol,Individual,Automatic,First Owner,Renault KWID,6
2701,520000,50000,Diesel,Individual,Manual,First Owner,Maruti Swift,8
2702,500000,26000,Diesel,Individual,Manual,First Owner,Hyundai Verna,11
2703,114999,30000,Petrol,Individual,Manual,First Owner,Maruti Alto,15
2705,800000,20000,Diesel,Individual,Manual,First Owner,Mahindra TUV,5
2706,105000,30000,Petrol,Individual,Manual,Second Owner,Maruti Alto,15
2707,135000,78000,Petrol,Individual,Manual,First Owner,Maruti Alto,12
2708,170000,40000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,12
2709,550000,100000,Petrol,Individual,Manual,First Owner,Hyundai Verna,9
2710,250000,70000,Petrol,Individual,Manual,Third Owner,Honda City,14
2711,650000,30000,Diesel,Individual,Manual,Second Owner,others,9
2712,210000,77000,Petrol,Individual,Automatic,Third Owner,Honda City,15
2713,260000,150000,Diesel,Individual,Manual,First Owner,Volkswagen Vento,12
2714,750000,69000,Diesel,Individual,Manual,First Owner,Maruti Swift,7
2716,220000,120000,Diesel,Individual,Manual,Second Owner,Maruti Ritz,11
2717,110000,110000,Petrol,Individual,Manual,Second Owner,Hyundai Getz,15
2719,220000,110000,Diesel,Individual,Manual,First Owner,Mahindra Quanto,10
2720,130000,50000,Diesel,Individual,Manual,First Owner,Tata Indigo,14
2721,330000,44000,Petrol,Individual,Manual,First Owner,Hyundai i20,11
2722,254999,90000,Petrol,Individual,Manual,Second Owner,Honda City,13
2723,600000,50000,Petrol,Individual,Manual,Second Owner,Hyundai Verna,9
2724,210000,50000,Petrol,Individual,Manual,First Owner,Hyundai i10,11
2725,300000,146000,Diesel,Individual,Manual,First Owner,others,9
2726,426000,15000,Petrol,Individual,Automatic,First Owner,Tata Tiago,5
2727,265000,60000,Petrol,Individual,Manual,First Owner,Maruti Alto,8
2728,450000,35000,Petrol,Individual,Manual,Second Owner,Hyundai Xcent,7
2729,480000,80000,Diesel,Individual,Manual,First Owner,Hyundai Verna,11
2730,40000,90000,Petrol,Individual,Manual,First Owner,Tata Nano,13
2731,395000,70000,Petrol,Individual,Manual,Second Owner,Honda City,12
2732,229999,62000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,10
2733,875000,10000,Petrol,Individual,Automatic,First Owner,Ford Ecosport,5
2734,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti Eeco,13
2735,500000,35000,Petrol,Individual,Manual,Second Owner,Hyundai i20,8
2755,450000,40000,Petrol,Individual,Manual,First Owner,others,4
2757,550000,120000,Diesel,Individual,Manual,Third Owner,Maruti Ertiga,11
2758,200000,60000,Petrol,Individual,Manual,First Owner,Tata Manza,10
2759,80000,90000,Petrol,Individual,Manual,Second Owner,Tata Indica,15
2761,675000,15000,Diesel,Individual,Manual,First Owner,others,4
2762,260000,30000,Petrol,Individual,Manual,First Owner,Maruti Eeco,6
2766,70000,117000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,22
2767,100000,70000,Petrol,Individual,Manual,First Owner,Maruti Alto,19
2768,730000,110000,Diesel,Individual,Manual,Second Owner,Toyota Innova,11
2769,525000,100000,Diesel,Individual,Manual,Second Owner,Nissan Terrano,7
2770,525000,105000,Diesel,Individual,Manual,Second Owner,Nissan Terrano,7
2772,420000,95000,Diesel,Individual,Manual,Second Owner,Toyota Corolla,11
2773,500000,70000,Petrol,Individual,Manual,First Owner,Honda Amaze,8
2774,165000,76000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,14
2775,650000,70000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,9
2776,195000,46000,Diesel,Individual,Manual,First Owner,Chevrolet Beat,10
2780,90000,90000,Petrol,Individual,Manual,First Owner,Maruti Esteem,17
2781,515000,50000,Diesel,Individual,Manual,First Owner,Hyundai Xcent,7
2782,700000,24585,Diesel,Dealer,Manual,Test Drive Car,Honda Jazz,6
2783,62000,70000,Petrol,Individual,Manual,First Owner,Maruti Zen,22
2784,220000,110000,Diesel,Individual,Manual,Third Owner,Toyota Etios,12
2785,520000,10000,CNG,Individual,Manual,First Owner,Hyundai Santro,4
2786,170000,100000,Petrol,Individual,Manual,First Owner,Fiat Linea,13
2787,190000,110000,Diesel,Individual,Manual,Second Owner,Ford Figo,12
2788,150000,100000,Diesel,Individual,Manual,Second Owner,Ford Figo,12
2789,125000,65000,Petrol,Individual,Manual,First Owner,Maruti Zen,14
2790,290000,40000,Diesel,Individual,Manual,Third Owner,Honda Amaze,8
2791,490000,13900,Petrol,Individual,Manual,First Owner,Maruti Celerio,4
2792,434999,17563,Petrol,Individual,Manual,First Owner,others,6
2793,380000,15000,Petrol,Individual,Manual,First Owner,Tata Zest,7
2794,200000,82000,Diesel,Individual,Manual,Second Owner,Volkswagen Polo,11
2795,495000,40000,Diesel,Individual,Manual,First Owner,Ford Figo,7
2797,600000,151000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,9
2798,300000,50000,Petrol,Individual,Manual,First Owner,Honda Brio,8
2799,430000,15000,Petrol,Individual,Manual,First Owner,Honda Amaze,6
2800,370000,80000,Diesel,Individual,Manual,First Owner,Honda Amaze,6
2801,750000,11000,Petrol,Individual,Manual,First Owner,Maruti Baleno,4
2802,300000,50000,CNG,Individual,Manual,First Owner,Maruti Alto,7
2803,700000,120000,Diesel,Individual,Automatic,Second Owner,others,11
2804,100000,70000,LPG,Individual,Manual,Third Owner,Maruti Wagon,16
2805,300000,90000,Petrol,Individual,Manual,First Owner,Hyundai Grand,8
2807,650000,40000,Diesel,Individual,Manual,First Owner,Hyundai i20,7
2808,509999,25000,Diesel,Individual,Manual,First Owner,Maruti Swift,6
2809,1000000,117780,Diesel,Individual,Manual,Second Owner,Toyota Innova,10
2810,280000,120000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,13
2811,600000,120000,Diesel,Individual,Manual,First Owner,Maruti Swift,6
2812,210000,120000,Diesel,Individual,Manual,Third Owner,Skoda Rapid,10
2813,1150000,110000,Diesel,Individual,Automatic,Second Owner,others,9
2815,245000,30000,Petrol,Individual,Manual,First Owner,Hyundai EON,5
2817,375000,25000,Petrol,Individual,Manual,First Owner,Hyundai Grand,7
2818,150000,55000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,8
2820,500000,100000,Diesel,Individual,Manual,Second Owner,Maruti Ertiga,9
2821,75000,40000,Petrol,Individual,Manual,Second Owner,Maruti Alto,16
2822,225000,80000,Petrol,Individual,Automatic,Third Owner,others,17
2823,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,others,17
2824,620000,35000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,5
2825,600000,110000,Diesel,Individual,Manual,Second Owner,others,13
2826,275000,160000,Diesel,Individual,Manual,First Owner,Mahindra Xylo,12
2827,125000,125000,Diesel,Individual,Manual,First Owner,Tata Indigo,10
2828,80000,62000,Petrol,Individual,Manual,Second Owner,Tata Indigo,12
2829,199000,120000,Diesel,Individual,Manual,Second Owner,Nissan Micra,12
2830,440000,33000,Petrol,Individual,Manual,Second Owner,Nissan Micra,7
2831,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti Swift,10
2832,700000,35000,Diesel,Individual,Manual,First Owner,Hyundai i20,6
2833,450000,50000,Diesel,Individual,Manual,First Owner,Hyundai Grand,8
2834,240000,5000,Petrol,Individual,Manual,First Owner,Maruti Alto,4
2836,650000,81595,Diesel,Dealer,Manual,First Owner,Ford EcoSport,7
2837,71000,22000,Petrol,Individual,Manual,First Owner,Hyundai Getz,18
2838,400000,40000,Petrol,Individual,Manual,First Owner,Maruti Swift,8
2839,130000,40000,Petrol,Individual,Manual,Second Owner,Maruti Alto,15
2840,300000,70000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,10
2841,1100000,4000,Diesel,Individual,Manual,First Owner,others,4
2843,800000,13500,Petrol,Dealer,Manual,First Owner,Honda Amaze,5
2844,490000,40000,Diesel,Individual,Manual,First Owner,Maruti Ritz,10
2845,836000,9700,Petrol,Dealer,Manual,First Owner,Honda Jazz,5
2846,375000,62000,Petrol,Individual,Manual,Second Owner,Volkswagen Polo,11
2849,35000,50000,Petrol,Individual,Manual,Third Owner,Tata Nano,14
2850,1068000,36000,Petrol,Dealer,Manual,First Owner,others,6
2851,1189000,40000,Diesel,Dealer,Manual,First Owner,others,6
2852,700000,27000,Petrol,Individual,Manual,First Owner,Hyundai Elite,5
2853,350000,40000,Petrol,Individual,Manual,First Owner,Maruti Alto,7
2854,254999,80000,Petrol,Individual,Manual,Second Owner,Hyundai i10,14
2856,750000,80000,Diesel,Individual,Manual,First Owner,Hyundai i20,7
2857,325000,119000,Diesel,Individual,Manual,Second Owner,Maruti Ritz,11
2859,509999,25000,Petrol,Individual,Automatic,First Owner,Maruti Celerio,6
2860,363000,28740,Petrol,Individual,Manual,First Owner,Nissan Micra,10
2861,229999,48500,Petrol,Individual,Manual,First Owner,Maruti Alto,13
2862,290000,110000,Petrol,Individual,Manual,Second Owner,Nissan Sunny,11
2863,550000,30000,Petrol,Individual,Manual,First Owner,Maruti Swift,5
2864,125000,120000,Diesel,Individual,Manual,Second Owner,Tata Indica,12
2866,350000,140000,Diesel,Individual,Manual,Second Owner,Toyota Innova,15
2867,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai Verna,12
2872,220000,45000,Petrol,Individual,Manual,First Owner,Maruti Celerio,8
2873,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai Santro,18
2874,370000,15000,Petrol,Individual,Automatic,First Owner,Maruti Wagon,5
2875,650000,20000,Diesel,Individual,Manual,First Owner,Maruti Swift,4
2876,280000,37000,Petrol,Individual,Manual,First Owner,Maruti Alto,6
2877,540000,80000,Diesel,Individual,Manual,First Owner,Maruti Swift,7
2878,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,others,21
2879,800000,20000,Petrol,Individual,Manual,First Owner,Maruti Ciaz,5
2880,515000,25000,Diesel,Individual,Manual,First Owner,Ford Figo,7
2881,220000,96000,Petrol,Individual,Manual,Third Owner,Hyundai i20,13
2883,165000,53000,Petrol,Dealer,Manual,First Owner,Chevrolet Spark,10
2884,221000,65000,Diesel,Dealer,Manual,First Owner,Fiat Linea,13
2885,245000,43000,Petrol,Dealer,Manual,First Owner,Chevrolet Beat,8
2886,260000,42000,Petrol,Dealer,Manual,First Owner,Ford Figo,11
2887,550000,73000,Diesel,Dealer,Automatic,First Owner,Skoda Superb,12
2888,434999,29000,Petrol,Dealer,Manual,First Owner,Hyundai Grand,8
2889,450000,95000,Diesel,Dealer,Manual,First Owner,Tata Safari,10
2890,290000,25000,Petrol,Individual,Manual,First Owner,Chevrolet Sail,9
2891,305000,53000,Petrol,Dealer,Manual,Second Owner,Volkswagen Vento,12
2892,265000,20000,Petrol,Dealer,Manual,First Owner,others,12
2893,325000,57000,Petrol,Dealer,Manual,First Owner,Honda Brio,9
2894,550000,52000,Diesel,Dealer,Manual,First Owner,Chevrolet Cruze,9
2895,105000,40000,Petrol,Individual,Manual,First Owner,Maruti Zen,15
2896,275000,47000,Petrol,Dealer,Manual,First Owner,Honda Brio,11
2897,434999,47000,Petrol,Dealer,Manual,Second Owner,Honda City,11
2898,690000,73000,Diesel,Dealer,Manual,First Owner,Hyundai Verna,7
2899,249000,42000,Petrol,Dealer,Manual,Second Owner,Honda Brio,11
2900,204999,60000,Petrol,Dealer,Manual,Third Owner,Hyundai EON,11
2902,190000,120000,Petrol,Individual,Manual,First Owner,Maruti Wagon,8
2903,150000,50000,Petrol,Individual,Manual,First Owner,Maruti Alto,11
2905,900000,25000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,5
2906,950000,11000,Petrol,Individual,Automatic,First Owner,Maruti Ertiga,4
2907,475000,80000,Petrol,Individual,Manual,First Owner,Maruti Swift,10
2909,450000,75000,Diesel,Individual,Manual,Second Owner,Ford Fiesta,10
2910,1200000,45000,Diesel,Individual,Automatic,Third Owner,others,14
2911,300000,100000,Diesel,Individual,Manual,Second Owner,Mahindra Bolero,16
2912,350000,60000,Diesel,Individual,Manual,Second Owner,Honda City,9
2913,229999,160000,Diesel,Individual,Manual,Second Owner,Tata Indica,12
2914,821000,50000,Petrol,Individual,Manual,First Owner,Hyundai Creta,8
2915,200000,80000,Petrol,Individual,Manual,Second Owner,Maruti Alto,9
2916,1000000,60000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,6
2917,220000,60000,Petrol,Individual,Manual,Second Owner,Maruti Alto,7
2918,459999,148620,Diesel,Dealer,Manual,First Owner,Ford Figo,8
2919,310000,70000,Diesel,Individual,Manual,Second Owner,Maruti SX4,11
2920,815000,42000,Diesel,Individual,Manual,First Owner,Hyundai Elite,5
2921,1200000,40000,Diesel,Individual,Manual,First Owner,Hyundai Verna,6
2922,170000,150000,Diesel,Individual,Manual,Second Owner,others,12
2923,1000000,30000,Diesel,Individual,Manual,First Owner,others,6
2924,155000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai Santro,13
2925,400000,120000,Diesel,Individual,Manual,First Owner,Mahindra TUV,6
2926,400000,80000,Diesel,Individual,Manual,Second Owner,Mahindra Quanto,7
2927,250000,80000,Diesel,Individual,Manual,Second Owner,Tata Indica,13
2928,150000,50000,Petrol,Individual,Manual,Third Owner,Tata Indigo,15
2929,80000,70000,Petrol,Individual,Manual,Second Owner,Hyundai Santro,21
2931,325000,70000,Diesel,Individual,Automatic,First Owner,Volkswagen Vento,9
2952,738000,8000,Petrol,Individual,Automatic,First Owner,Hyundai Elite,4
2953,300000,30000,Petrol,Individual,Manual,First Owner,Maruti Alto,7
2954,150000,110000,Diesel,Individual,Manual,First Owner,Tata Indica,11
2956,280000,110000,Diesel,Individual,Manual,First Owner,Volkswagen Vento,12
2957,100000,120000,Petrol,Individual,Manual,Second Owner,Hyundai Santro,17
2958,150000,100000,Petrol,Individual,Manual,Second Owner,Maruti Swift,15
2959,380000,100000,Diesel,Individual,Manual,Second Owner,Maruti Swift,9
2960,90000,60000,Petrol,Individual,Manual,Second Owner,Maruti Alto,17
2962,275000,60000,Diesel,Individual,Manual,Second Owner,others,12
2963,180000,41090,Petrol,Individual,Manual,First Owner,Maruti Zen,14
2965,200000,40000,Petrol,Individual,Manual,First Owner,Maruti Alto,9
2966,500000,40000,Petrol,Individual,Manual,Second Owner,Toyota Corolla,12
2967,300000,70000,Petrol,Individual,Manual,Second Owner,Ford Fiesta,13
2968,765000,80000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,8
2969,650000,90000,Diesel,Individual,Manual,First Owner,Maruti Swift,6
2970,380000,19000,Petrol,Individual,Manual,First Owner,Maruti Wagon,6
2971,480000,110000,Diesel,Individual,Manual,Second Owner,Maruti Swift,9
2974,145000,68000,CNG,Individual,Manual,Second Owner,Maruti Zen,13
2975,280000,120000,Diesel,Individual,Manual,Second Owner,Maruti Ritz,12
2976,254999,30000,Diesel,Individual,Manual,First Owner,Maruti Swift,9
2977,300000,90000,Petrol,Individual,Manual,Second Owner,others,7
2978,480000,140000,Diesel,Individual,Manual,Third Owner,Maruti Swift,8
2979,850000,44500,Petrol,Individual,Automatic,First Owner,Skoda Rapid,6
2980,350000,52000,Diesel,Individual,Manual,Second Owner,Hyundai i20,9
2981,650000,26000,Petrol,Individual,Manual,First Owner,Hyundai i20,7
2983,550000,80000,Petrol,Individual,Manual,Second Owner,Tata New,16
2984,300000,35000,Petrol,Individual,Manual,First Owner,Maruti Celerio,8
2985,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti Swift,15
2986,300000,120000,Petrol,Individual,Manual,First Owner,Hyundai Grand,9
2987,80000,58000,Petrol,Individual,Manual,First Owner,Hyundai Santro,19
2991,180000,80000,Diesel,Individual,Manual,Third Owner,Tata Manza,12
2998,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Ford Fiesta,14
3003,425000,12000,Petrol,Individual,Manual,First Owner,Hyundai Grand,8
3005,700000,35000,Diesel,Individual,Manual,First Owner,Honda Amaze,7
3006,130000,50000,Petrol,Individual,Manual,Second Owner,Maruti Zen,13
3008,650000,67000,Diesel,Individual,Manual,First Owner,Maruti Swift,6
3009,400000,100000,Petrol,Individual,Manual,Second Owner,Renault Duster,10
3010,800000,60000,Diesel,Individual,Manual,First Owner,Mahindra TUV,6
3011,675000,70000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,6
3012,210000,50000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti Omni,6
